Player ID,Date of Install,Campaign ID,LTV Estimate,Acquisition Cost,Ad Network,Game,Geography,Device,Other Targeting
39689539,6/7/14,30572303,11.40447826,1.5,TapAd,Fish Fry Mania,United States,iPad,volume optimized
39689546,6/7/14,30572303,12.31838767,1.5,TapAd,Fish Fry Mania,United States,iPad,volume optimized
39689553,6/7/14,30572303,12.90808085,1.5,TapAd,Fish Fry Mania,United States,iPad,volume optimized
39689560,6/7/14,30572303,11.46786875,1.5,TapAd,Fish Fry Mania,United States,iPad,volume optimized
39692507,6/1/14,30572316,6.145888607,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692514,6/1/14,30572316,5.11984917,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692521,6/1/14,30572316,7.046201621,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692528,6/1/14,30572316,5.729047534,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692535,6/1/14,30572316,7.442648609,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692542,6/1/14,30572316,5.073832584,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692549,6/1/14,30572316,6.493152931,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692556,6/1/14,30572316,5.863556822,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692563,6/1/14,30572316,6.11907585,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692570,6/1/14,30572316,9.27488971,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692577,6/1/14,30572316,7.858429541,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692584,6/1/14,30572316,5.747103071,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692591,6/1/14,30572316,7.791765638,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692598,6/1/14,30572316,5.211572442,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692605,6/1/14,30572316,6.689964598,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692612,6/1/14,30572316,6.116792143,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692619,6/1/14,30572316,5.05613486,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692626,6/1/14,30572316,3.102071366,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692633,6/1/14,30572316,8.019669329,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692640,6/1/14,30572316,7.745255631,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692647,6/1/14,30572316,7.761532414,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692654,6/1/14,30572316,8.573999412,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692661,6/1/14,30572316,6.067521119,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692668,6/1/14,30572316,4.318022993,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692675,6/1/14,30572316,4.307898818,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692682,6/1/14,30572316,5.765110804,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692689,6/1/14,30572316,7.764360573,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692696,6/1/14,30572316,8.265844273,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692703,6/1/14,30572316,7.942079158,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692710,6/1/14,30572316,6.421174163,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692717,6/1/14,30572316,6.943452576,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692724,6/1/14,30572316,8.017178519,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692731,6/1/14,30572316,5.369016354,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692738,6/1/14,30572316,7.202004923,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692745,6/1/14,30572316,5.087239962,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692752,6/1/14,30572316,5.952809349,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692759,6/1/14,30572316,2.568079916,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692766,6/1/14,30572316,7.960479257,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692773,6/1/14,30572316,5.936560858,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692780,6/1/14,30572316,6.5397379,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692787,6/1/14,30572316,6.701295241,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692794,6/1/14,30572316,8.525789705,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692801,6/1/14,30572316,8.403262159,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692808,6/1/14,30572316,8.343359788,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692815,6/1/14,30572316,8.462452983,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692822,6/1/14,30572316,6.403699337,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692829,6/1/14,30572316,7.46092015,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692836,6/1/14,30572316,6.621222231,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692843,6/1/14,30572316,6.142476601,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692850,6/1/14,30572316,7.147702917,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692857,6/1/14,30572316,7.143109987,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692864,6/1/14,30572316,5.885634459,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692871,6/1/14,30572316,7.14028638,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692878,6/1/14,30572316,6.573624259,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692885,6/1/14,30572316,5.258676598,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692892,6/1/14,30572316,6.474716311,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692899,6/1/14,30572316,7.334272803,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692906,6/1/14,30572316,7.142064855,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692913,6/1/14,30572316,7.931760823,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692920,6/1/14,30572316,8.987356134,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692927,6/1/14,30572316,7.475043364,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692934,6/1/14,30572316,5.255896735,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692941,6/1/14,30572316,7.50040728,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692948,6/1/14,30572316,5.890077756,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692955,6/1/14,30572316,5.630682464,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692962,6/1/14,30572316,7.464652981,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39692969,6/1/14,30572316,7.277211199,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695636,6/2/14,30572316,5.124590495,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695643,6/2/14,30572316,8.752345105,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695650,6/2/14,30572316,4.757663555,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695657,6/2/14,30572316,8.020934882,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695664,6/2/14,30572316,5.131415839,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695671,6/2/14,30572316,7.46565108,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695678,6/2/14,30572316,7.727719196,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695685,6/2/14,30572316,6.291435107,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695692,6/2/14,30572316,7.61264709,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695699,6/2/14,30572316,7.223021378,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695706,6/2/14,30572316,4.940812647,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695713,6/2/14,30572316,6.306506267,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695720,6/2/14,30572316,6.944898422,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695727,6/2/14,30572316,8.058574115,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695734,6/2/14,30572316,5.245805263,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695741,6/2/14,30572316,6.479570368,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695748,6/2/14,30572316,6.694833214,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695755,6/2/14,30572316,6.131872184,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695762,6/2/14,30572316,5.745113726,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695769,6/2/14,30572316,6.395947621,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695776,6/2/14,30572316,5.626873889,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695783,6/2/14,30572316,8.803702601,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695790,6/2/14,30572316,5.941431636,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695797,6/2/14,30572316,6.286811059,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695804,6/2/14,30572316,6.348978824,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695811,6/2/14,30572316,6.948814961,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695818,6/2/14,30572316,5.491347057,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695825,6/2/14,30572316,6.604051945,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695832,6/2/14,30572316,7.834427838,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695839,6/2/14,30572316,7.224301927,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695846,6/2/14,30572316,5.733421495,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695853,6/2/14,30572316,8.473263516,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695860,6/2/14,30572316,6.521866688,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695867,6/2/14,30572316,6.500441031,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695874,6/2/14,30572316,6.638521817,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695881,6/2/14,30572316,6.44384524,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695888,6/2/14,30572316,7.32601915,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695895,6/2/14,30572316,7.667082362,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695902,6/2/14,30572316,2.857344713,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695909,6/2/14,30572316,5.477718622,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695916,6/2/14,30572316,8.573358959,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695923,6/2/14,30572316,9.273721668,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695930,6/2/14,30572316,4.739716239,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695937,6/2/14,30572316,6.576317689,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695944,6/2/14,30572316,5.210391725,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695951,6/2/14,30572316,5.859226189,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695958,6/2/14,30572316,5.546532468,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695965,6/2/14,30572316,5.814891509,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695972,6/2/14,30572316,6.430394139,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695979,6/2/14,30572316,5.401367556,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695986,6/2/14,30572316,6.468032686,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39695993,6/2/14,30572316,8.287364241,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39696000,6/2/14,30572316,8.551413429,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39696007,6/2/14,30572316,7.105488699,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39696014,6/2/14,30572316,8.241420032,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39696021,6/2/14,30572316,5.889022613,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39696028,6/2/14,30572316,4.870979044,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698268,6/3/14,30572316,5.038395873,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698275,6/3/14,30572316,6.789541625,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698282,6/3/14,30572316,6.382552752,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698289,6/3/14,30572316,7.226562852,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698296,6/3/14,30572316,6.357727236,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698303,6/3/14,30572316,6.354624666,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698310,6/3/14,30572316,9.970831556,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698317,6/3/14,30572316,7.310242863,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698324,6/3/14,30572316,5.812850709,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698331,6/3/14,30572316,7.353457002,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698338,6/3/14,30572316,6.637922452,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698345,6/3/14,30572316,7.73512221,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698352,6/3/14,30572316,6.704377033,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698359,6/3/14,30572316,5.816681361,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698366,6/3/14,30572316,5.650096497,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698373,6/3/14,30572316,5.865251694,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698380,6/3/14,30572316,5.823927385,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698387,6/3/14,30572316,5.879597118,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698394,6/3/14,30572316,7.799339813,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698401,6/3/14,30572316,7.243195891,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698408,6/3/14,30572316,7.146085846,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698415,6/3/14,30572316,7.249490149,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698422,6/3/14,30572316,5.996752157,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698429,6/3/14,30572316,6.299551995,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698436,6/3/14,30572316,5.992390623,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698443,6/3/14,30572316,7.100208695,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698450,6/3/14,30572316,5.402751227,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698457,6/3/14,30572316,6.987548335,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698464,6/3/14,30572316,5.459218378,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698471,6/3/14,30572316,7.359531445,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698478,6/3/14,30572316,3.608399411,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698485,6/3/14,30572316,6.72314919,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698492,6/3/14,30572316,4.919442191,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698499,6/3/14,30572316,6.078625527,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698506,6/3/14,30572316,8.083655155,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698513,6/3/14,30572316,6.612400903,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698520,6/3/14,30572316,3.802782209,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698527,6/3/14,30572316,7.376161479,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698534,6/3/14,30572316,8.908834829,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698541,6/3/14,30572316,6.673347026,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698548,6/3/14,30572316,5.803602385,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698555,6/3/14,30572316,8.527331392,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698562,6/3/14,30572316,6.867865861,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698569,6/3/14,30572316,7.855722421,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698576,6/3/14,30572316,7.48874164,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698583,6/3/14,30572316,5.527925238,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698590,6/3/14,30572316,4.775926505,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698597,6/3/14,30572316,7.716103401,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698604,6/3/14,30572316,7.14047509,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698611,6/3/14,30572316,6.265296109,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698618,6/3/14,30572316,6.85723187,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698625,6/3/14,30572316,6.047921092,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698632,6/3/14,30572316,5.807743938,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698639,6/3/14,30572316,5.63812431,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698646,6/3/14,30572316,3.747453235,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698653,6/3/14,30572316,6.704733066,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39698660,6/3/14,30572316,8.230486608,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39700935,6/4/14,30572316,16.0075887,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39700942,6/4/14,30572316,11.35834534,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39700949,6/4/14,30572316,14.38632982,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39700956,6/4/14,30572316,8.100468278,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39700963,6/4/14,30572316,8.335099152,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39700970,6/4/14,30572316,11.07132475,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39700977,6/4/14,30572316,10.27353326,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39700984,6/4/14,30572316,7.920316694,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39700991,6/4/14,30572316,13.57681853,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39700998,6/4/14,30572316,9.946619354,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701005,6/4/14,30572316,10.86014528,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701012,6/4/14,30572316,11.1047849,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701019,6/4/14,30572316,11.67951599,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701026,6/4/14,30572316,9.679741609,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701033,6/4/14,30572316,13.6376266,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701040,6/4/14,30572316,14.5098831,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701047,6/4/14,30572316,12.85649264,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701054,6/4/14,30572316,12.25696629,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701061,6/4/14,30572316,12.32189844,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701068,6/4/14,30572316,10.28569921,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701075,6/4/14,30572316,7.1902649,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701082,6/4/14,30572316,10.42181707,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701089,6/4/14,30572316,10.52362007,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701096,6/4/14,30572316,11.55663702,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701103,6/4/14,30572316,12.25889795,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701110,6/4/14,30572316,13.22738163,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701117,6/4/14,30572316,10.02574476,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701124,6/4/14,30572316,9.958119377,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701131,6/4/14,30572316,9.055660344,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701138,6/4/14,30572316,11.38986202,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701145,6/4/14,30572316,10.45731103,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701152,6/4/14,30572316,13.35944048,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701159,6/4/14,30572316,7.135025293,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701166,6/4/14,30572316,14.26706729,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701173,6/4/14,30572316,11.9732937,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701180,6/4/14,30572316,8.09940281,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701187,6/4/14,30572316,11.93773245,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701194,6/4/14,30572316,14.51615885,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701201,6/4/14,30572316,10.80083299,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701208,6/4/14,30572316,8.766648293,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701215,6/4/14,30572316,10.9605908,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701222,6/4/14,30572316,3.761568222,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701229,6/4/14,30572316,8.073822356,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701236,6/4/14,30572316,11.31985806,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701243,6/4/14,30572316,12.91761203,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701250,6/4/14,30572316,9.91732657,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701257,6/4/14,30572316,18.28503257,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701264,6/4/14,30572316,11.32966094,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701271,6/4/14,30572316,13.88426371,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701278,6/4/14,30572316,8.607612921,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701285,6/4/14,30572316,14.4887999,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701292,6/4/14,30572316,16.46155997,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701299,6/4/14,30572316,13.03939729,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701306,6/4/14,30572316,11.52224861,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701313,6/4/14,30572316,15.89799434,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701320,6/4/14,30572316,10.98208251,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39701327,6/4/14,30572316,13.52284466,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703574,6/5/14,30572316,15.90636169,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703581,6/5/14,30572316,11.21203979,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703588,6/5/14,30572316,12.30004545,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703595,6/5/14,30572316,10.52442658,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703602,6/5/14,30572316,12.41156248,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703609,6/5/14,30572316,11.42458573,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703616,6/5/14,30572316,14.8091735,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703623,6/5/14,30572316,13.36454343,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703630,6/5/14,30572316,15.44917783,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703637,6/5/14,30572316,11.08477161,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703644,6/5/14,30572316,8.604142798,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703651,6/5/14,30572316,11.78095291,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703658,6/5/14,30572316,12.82616011,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703665,6/5/14,30572316,12.73686164,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703672,6/5/14,30572316,14.136848,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703679,6/5/14,30572316,12.28736105,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703686,6/5/14,30572316,14.54445797,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703693,6/5/14,30572316,13.49928999,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703700,6/5/14,30572316,12.39727693,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703707,6/5/14,30572316,11.5706031,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
39703714,6/5/14,30572316,13.88126113,1.35,TapAd,Fish Fry Mania,United States,iPhone,volume optimized
